ID,Datetime,Status
0673615,2025-01-03 17:39:00,Out
0193586,2025-01-03 07:06:00,In
0193586,2025-01-03 16:44:00,Out
0479911,2025-01-03 09:04:00,In
0479911,2025-01-03 16:58:00,Out
0084387,2025-01-03 09:52:00,In
0084387,2025-01-03 17:20:00,Out
0416428,2025-01-03 09:09:00,In
0416428,2025-01-03 16:23:00,Out
0511122,2025-01-03 08:14:00,In
0511122,2025-01-03 18:42:00,Out
0777956,2025-01-03 09:08:00,In
0777956,2025-01-03 18:43:00,Out
0462926,2025-01-03 08:31:00,In
0462926,2025-01-03 16:35:00,Out
0884652,2025-01-03 09:05:00,In
0884652,2025-01-03 17:03:00,Out
0185217,2025-01-04 07:33:00,In
0185217,2025-01-04 18:11:00,Out
0804447,2025-01-04 08:57:00,In
0804447,2025-01-04 18:54:00,Out
0813432,2025-01-04 09:34:00,In
0813432,2025-01-04 18:39:00,Out
0055024,2025-01-04 08:13:00,In
0055024,2025-01-04 17:15:00,Out
0078657,2025-01-04 07:32:00,In
0078657,2025-01-04 17:37:00,Out
0748083,2025-01-04 08:29:00,In
0748083,2025-01-04 17:18:00,Out
0673615,2025-01-04 08:07:00,In
0673615,2025-01-04 16:38:00,Out
0193586,2025-01-04 09:41:00,In
0193586,2025-01-04 18:25:00,Out
0479911,2025-01-04 08:22:00,In
0479911,2025-01-04 17:44:00,Out
0084387,2025-01-04 09:35:00,In
0084387,2025-01-04 17:50:00,Out
0416428,2025-01-04 08:54:00,In
0416428,2025-01-04 16:38:00,Out
0511122,2025-01-04 08:57:00,In
0511122,2025-01-04 17:49:00,Out
0777956,2025-01-04 07:04:00,In
0777956,2025-01-04 16:17:00,Out
0462926,2025-01-04 07:06:00,In
0462926,2025-01-04 17:49:00,Out
0884652,2025-01-04 07:03:00,In
0884652,2025-01-04 18:01:00,Out
0185217,2025-01-05 07:31:00,In
0185217,2025-01-05 16:44:00,Out
0804447,2025-01-05 08:17:00,In
0804447,2025-01-05 17:01:00,Out
0813432,2025-01-05 07:59:00,In
0813432,2025-01-05 18:50:00,Out
0055024,2025-01-05 07:40:00,In
0055024,2025-01-05 18:49:00,Out
0078657,2025-01-05 09:06:00,In
0078657,2025-01-05 18:37:00,Out
0748083,2025-01-05 08:38:00,In
0748083,2025-01-05 16:00:00,Out
0673615,2025-01-05 08:30:00,In
0673615,2025-01-05 17:13:00,Out
0193586,2025-01-05 09:05:00,In
0193586,2025-01-05 17:24:00,Out
0479911,2025-01-05 07:50:00,In
0479911,2025-01-05 17:56:00,Out
0084387,2025-01-05 09:32:00,In
0084387,2025-01-05 16:29:00,Out
0416428,2025-01-05 09:06:00,In
0416428,2025-01-05 18:47:00,Out
0511122,2025-01-05 09:38:00,In
0511122,2025-01-05 16:39:00,Out
0777956,2025-01-05 08:22:00,In
0777956,2025-01-05 16:29:00,Out
0462926,2025-01-05 08:46:00,In
0462926,2025-01-05 16:31:00,Out
0884652,2025-01-05 07:29:00,In
0884652,2025-01-05 16:20:00,Out
0185217,2025-01-06 09:57:00,In
0185217,2025-01-06 16:25:00,Out
0804447,2025-01-06 07:09:00,In
0804447,2025-01-06 16:21:00,Out
0813432,2025-01-06 07:24:00,In
0813432,2025-01-06 17:01:00,Out
0055024,2025-01-06 08:09:00,In
0055024,2025-01-06 17:44:00,Out
0078657,2025-01-06 08:35:00,In
0078657,2025-01-06 17:43:00,Out
0748083,2025-01-06 08:22:00,In
0748083,2025-01-06 16:15:00,Out
0673615,2025-01-06 09:28:00,In
0673615,2025-01-06 17:48:00,Out
0193586,2025-01-06 08:41:00,In
0193586,2025-01-06 17:47:00,Out
0479911,2025-01-06 07:07:00,In
0479911,2025-01-06 18:05:00,Out
0084387,2025-01-06 09:50:00,In
0084387,2025-01-06 18:16:00,Out
0416428,2025-01-06 07:28:00,In
0416428,2025-01-06 17:57:00,Out
0511122,2025-01-06 09:01:00,In
0511122,2025-01-06 18:44:00,Out
0777956,2025-01-06 07:53:00,In
0777956,2025-01-06 16:23:00,Out
0462926,2025-01-06 09:45:00,In
0462926,2025-01-06 16:55:00,Out
0884652,2025-01-06 08:33:00,In
0884652,2025-01-06 18:15:00,Out
0185217,2025-01-07 08:39:00,In
0185217,2025-01-07 16:39:00,Out
0804447,2025-01-07 08:10:00,In
0804447,2025-01-07 17:14:00,Out
0813432,2025-01-07 07:54:00,In
0813432,2025-01-07 18:44:00,Out
0055024,2025-01-07 09:32:00,In
0055024,2025-01-07 16:36:00,Out
0078657,2025-01-07 09:59:00,In
0078657,2025-01-07 17:22:00,Out
0748083,2025-01-07 08:04:00,In
0748083,2025-01-07 17:35:00,Out
0673615,2025-01-07 09:43:00,In
0673615,2025-01-07 17:08:00,Out
0193586,2025-01-07 08:48:00,In
0193586,2025-01-07 16:58:00,Out
0479911,2025-01-07 09:48:00,In
0479911,2025-01-07 18:01:00,Out
0084387,2025-01-07 09:50:00,In
0084387,2025-01-07 16:25:00,Out
0416428,2025-01-07 09:13:00,In
0416428,2025-01-07 18:21:00,Out
0511122,2025-01-07 08:41:00,In
0511122,2025-01-07 17:33:00,Out
0777956,2025-01-07 09:31:00,In
0777956,2025-01-07 16:09:00,Out
0462926,2025-01-07 08:08:00,In
0462926,2025-01-07 16:40:00,Out
0884652,2025-01-07 09:45:00,In
0884652,2025-01-07 16:06:00,Out
0185217,2025-01-08 09:26:00,In
0185217,2025-01-08 16:30:00,Out
0804447,2025-01-08 07:37:00,In
0804447,2025-01-08 17:52:00,Out
0813432,2025-01-08 09:59:00,In
0813432,2025-01-08 16:43:00,Out
0055024,2025-01-08 08:44:00,In
0055024,2025-01-08 18:04:00,Out
0078657,2025-01-08 09:44:00,In
0078657,2025-01-08 17:19:00,Out
0748083,2025-01-08 08:16:00,In
0748083,2025-01-08 18:47:00,Out
0673615,2025-01-08 08:48:00,In
0673615,2025-01-08 16:30:00,Out
0193586,2025-01-08 07:42:00,In
0193586,2025-01-08 17:46:00,Out
0479911,2025-01-08 09:42:00,In
0479911,2025-01-08 17:08:00,Out
0084387,2025-01-08 07:23:00,In
0084387,2025-01-08 18:06:00,Out
0416428,2025-01-08 08:12:00,In
0416428,2025-01-08 17:10:00,Out
0511122,2025-01-08 09:31:00,In
0511122,2025-01-08 16:07:00,Out
0777956,2025-01-08 09:57:00,In
0777956,2025-01-08 18:44:00,Out
0462926,2025-01-08 08:19:00,In
0462926,2025-01-08 16:04:00,Out
0884652,2025-01-08 07:41:00,In
0884652,2025-01-08 16:07:00,Out
0185217,2025-01-09 09:40:00,In
0185217,2025-01-09 17:20:00,Out
0804447,2025-01-09 07:44:00,In
0804447,2025-01-09 16:38:00,Out
0813432,2025-01-09 08:50:00,In
0813432,2025-01-09 18:58:00,Out
0055024,2025-01-09 07:36:00,In
0055024,2025-01-09 16:43:00,Out
0078657,2025-01-09 09:08:00,In
0078657,2025-01-09 16:06:00,Out
0748083,2025-01-09 08:52:00,In
0748083,2025-01-09 18:02:00,Out
0673615,2025-01-09 09:34:00,In
0673615,2025-01-09 16:06:00,Out
0193586,2025-01-09 08:14:00,In
0193586,2025-01-09 17:42:00,Out
0479911,2025-01-09 07:05:00,In
0479911,2025-01-09 18:53:00,Out
0084387,2025-01-09 09:55:00,In
0084387,2025-01-09 17:25:00,Out
0416428,2025-01-09 09:18:00,In
0416428,2025-01-09 18:27:00,Out
0511122,2025-01-09 09:39:00,In
0511122,2025-01-09 16:57:00,Out
0777956,2025-01-09 07:59:00,In
0777956,2025-01-09 17:50:00,Out
0462926,2025-01-09 08:45:00,In
0462926,2025-01-09 18:20:00,Out
0884652,2025-01-09 07:10:00,In
0884652,2025-01-09 16:22:00,Out
0185217,2025-01-10 08:07:00,In
0185217,2025-01-10 17:33:00,Out
0804447,2025-01-10 07:54:00,In
0804447,2025-01-10 16:25:00,Out
0813432,2025-01-10 08:17:00,In
0813432,2025-01-10 18:30:00,Out
0055024,2025-01-10 08:16:00,In
0055024,2025-01-10 16:34:00,Out
0078657,2025-01-10 07:00:00,In
0078657,2025-01-10 16:00:00,Out
0748083,2025-01-10 08:26:00,In
0748083,2025-01-10 16:33:00,Out
0673615,2025-01-10 08:53:00,In
0673615,2025-01-10 18:28:00,Out
0193586,2025-01-10 09:13:00,In
0193586,2025-01-10 17:43:00,Out
0479911,2025-01-10 09:11:00,In
0479911,2025-01-10 16:58:00,Out
0084387,2025-01-10 09:04:00,In
0084387,2025-01-10 18:08:00,Out
0416428,2025-01-10 08:11:00,In
0416428,2025-01-10 18:02:00,Out
0511122,2025-01-10 07:18:00,In
0511122,2025-01-10 18:35:00,Out
0777956,2025-01-10 08:52:00,In
0777956,2025-01-10 17:31:00,Out
0462926,2025-01-10 08:22:00,In
0462926,2025-01-10 17:04:00,Out
0884652,2025-01-10 09:13:00,In
0884652,2025-01-10 16:41:00,Out
0185217,2025-01-11 08:58:00,In
0185217,2025-01-11 17:24:00,Out
0804447,2025-01-11 08:10:00,In
0804447,2025-01-11 18:32:00,Out
0813432,2025-01-11 07:25:00,In
0813432,2025-01-11 18:49:00,Out
0055024,2025-01-11 07:55:00,In
0055024,2025-01-11 18:39:00,Out
0078657,2025-01-11 08:57:00,In
0078657,2025-01-11 16:25:00,Out
0748083,2025-01-11 09:33:00,In
0748083,2025-01-11 17:34:00,Out
0673615,2025-01-11 08:49:00,In
0673615,2025-01-11 17:25:00,Out
0193586,2025-01-11 08:09:00,In
0193586,2025-01-11 16:49:00,Out
0479911,2025-01-11 07:23:00,In
0479911,2025-01-11 18:44:00,Out
0084387,2025-01-11 09:05:00,In
0084387,2025-01-11 17:18:00,Out
0416428,2025-01-11 07:08:00,In
0416428,2025-01-11 16:40:00,Out
0511122,2025-01-11 09:53:00,In
0511122,2025-01-11 17:28:00,Out
0777956,2025-01-11 08:38:00,In
0777956,2025-01-11 17:02:00,Out
0462926,2025-01-11 07:42:00,In
0462926,2025-01-11 16:58:00,Out
0884652,2025-01-11 09:57:00,In
0884652,2025-01-11 17:07:00,Out
0185217,2025-01-12 07:13:00,In
0185217,2025-01-12 16:32:00,Out
0804447,2025-01-12 09:21:00,In
0804447,2025-01-12 17:48:00,Out
0813432,2025-01-12 09:00:00,In
0813432,2025-01-12 16:36:00,Out
0055024,2025-01-12 09:02:00,In
0055024,2025-01-12 16:55:00,Out
0078657,2025-01-12 08:19:00,In
0078657,2025-01-12 16:48:00,Out
0748083,2025-01-12 08:06:00,In
0748083,2025-01-12 16:34:00,Out
0673615,2025-01-12 09:17:00,In
0673615,2025-01-12 16:47:00,Out
0193586,2025-01-12 08:16:00,In
0193586,2025-01-12 16:09:00,Out
0479911,2025-01-12 09:02:00,In
0479911,2025-01-12 17:07:00,Out
0084387,2025-01-12 08:38:00,In
0084387,2025-01-12 17:58:00,Out
0416428,2025-01-12 09:47:00,In
0416428,2025-01-12 18:14:00,Out
0511122,2025-01-12 08:39:00,In
0511122,2025-01-12 17:29:00,Out
0777956,2025-01-12 09:13:00,In
0777956,2025-01-12 16:38:00,Out
0462926,2025-01-12 09:42:00,In
0462926,2025-01-12 16:52:00,Out
0884652,2025-01-12 09:18:00,In
0884652,2025-01-12 17:04:00,Out
0185217,2025-01-13 08:32:00,In
0185217,2025-01-13 18:06:00,Out
0804447,2025-01-13 08:09:00,In
0804447,2025-01-13 18:43:00,Out
0813432,2025-01-13 07:39:00,In
0813432,2025-01-13 16:31:00,Out
0055024,2025-01-13 09:47:00,In
0055024,2025-01-13 16:17:00,Out
0078657,2025-01-13 07:40:00,In
0078657,2025-01-13 17:54:00,Out
0748083,2025-01-13 08:10:00,In
0748083,2025-01-13 16:59:00,Out
0673615,2025-01-13 09:46:00,In
0673615,2025-01-13 17:29:00,Out
0193586,2025-01-13 09:04:00,In
0193586,2025-01-13 16:35:00,Out
0479911,2025-01-13 07:24:00,In
0479911,2025-01-13 18:27:00,Out
0084387,2025-01-13 07:05:00,In
0084387,2025-01-13 17:04:00,Out
0416428,2025-01-13 09:21:00,In
0416428,2025-01-13 18:07:00,Out
0511122,2025-01-13 07:26:00,In
0511122,2025-01-13 17:23:00,Out
0777956,2025-01-13 08:03:00,In
0777956,2025-01-13 17:16:00,Out
0462926,2025-01-13 09:36:00,In
0462926,2025-01-13 18:35:00,Out
0884652,2025-01-13 09:55:00,In
0884652,2025-01-13 17:40:00,Out
0185217,2025-01-14 08:29:00,In
0185217,2025-01-14 17:39:00,Out
0804447,2025-01-14 07:54:00,In
0804447,2025-01-14 17:00:00,Out
0813432,2025-01-14 07:03:00,In
0813432,2025-01-14 18:10:00,Out
0055024,2025-01-14 07:01:00,In
0055024,2025-01-14 17:22:00,Out
0078657,2025-01-14 07:47:00,In
0078657,2025-01-14 18:25:00,Out
0748083,2025-01-14 08:52:00,In
0748083,2025-01-14 17:46:00,Out
0673615,2025-01-14 07:24:00,In
0673615,2025-01-14 17:39:00,Out
0193586,2025-01-14 08:45:00,In
0193586,2025-01-14 16:19:00,Out
0479911,2025-01-14 09:23:00,In
0479911,2025-01-14 18:56:00,Out
0084387,2025-01-14 08:49:00,In
0084387,2025-01-14 18:39:00,Out
0416428,2025-01-14 07:20:00,In
0416428,2025-01-14 18:34:00,Out
0511122,2025-01-14 08:16:00,In
0511122,2025-01-14 18:02:00,Out
0777956,2025-01-14 08:08:00,In
0777956,2025-01-14 17:29:00,Out
0462926,2025-01-14 09:30:00,In
0462926,2025-01-14 16:18:00,Out
0884652,2025-01-14 08:50:00,In
0884652,2025-01-14 16:01:00,Out
0185217,2025-01-15 08:01:00,In
0185217,2025-01-15 18:24:00,Out
0804447,2025-01-15 07:34:00,In
0804447,2025-01-15 16:20:00,Out
0813432,2025-01-15 08:49:00,In
0813432,2025-01-15 18:40:00,Out
0055024,2025-01-15 07:38:00,In
0055024,2025-01-15 18:26:00,Out
0078657,2025-01-15 09:05:00,In
0078657,2025-01-15 18:27:00,Out
0748083,2025-01-15 07:20:00,In
0748083,2025-01-15 17:29:00,Out
0673615,2025-01-15 08:23:00,In
0673615,2025-01-15 17:56:00,Out
0193586,2025-01-15 09:33:00,In
0193586,2025-01-15 17:22:00,Out
0479911,2025-01-15 08:06:00,In
0479911,2025-01-15 16:52:00,Out
0084387,2025-01-15 08:38:00,In
0084387,2025-01-15 17:28:00,Out
0416428,2025-01-15 08:53:00,In
0416428,2025-01-15 18:53:00,Out
0511122,2025-01-15 07:31:00,In
0511122,2025-01-15 16:50:00,Out
0777956,2025-01-15 07:46:00,In
0777956,2025-01-15 18:57:00,Out
0462926,2025-01-15 07:53:00,In
0462926,2025-01-15 16:31:00,Out
0884652,2025-01-15 08:24:00,In
0884652,2025-01-15 18:50:00,Out
0185217,2025-01-16 07:08:00,In
0185217,2025-01-16 17:37:00,Out
0804447,2025-01-16 08:17:00,In
0804447,2025-01-16 17:20:00,Out
0813432,2025-01-16 07:47:00,In
0813432,2025-01-16 18:28:00,Out
0055024,2025-01-16 09:35:00,In
0055024,2025-01-16 16:29:00,Out
0078657,2025-01-16 09:00:00,In
0078657,2025-01-16 18:04:00,Out
0748083,2025-01-16 07:43:00,In
0748083,2025-01-16 17:01:00,Out
0673615,2025-01-16 09:18:00,In
0673615,2025-01-16 16:38:00,Out
0193586,2025-01-16 08:05:00,In
0193586,2025-01-16 18:40:00,Out
0479911,2025-01-16 07:48:00,In
0479911,2025-01-16 17:54:00,Out
0084387,2025-01-16 09:09:00,In
0084387,2025-01-16 18:54:00,Out
0416428,2025-01-16 07:54:00,In
0416428,2025-01-16 18:09:00,Out
0511122,2025-01-16 07:48:00,In
0511122,2025-01-16 17:12:00,Out
0777956,2025-01-16 07:17:00,In
0777956,2025-01-16 18:53:00,Out
0462926,2025-01-16 09:26:00,In
0462926,2025-01-16 18:36:00,Out
0884652,2025-01-16 09:19:00,In
0884652,2025-01-16 17:00:00,Out
0185217,2025-01-17 07:15:00,In
0185217,2025-01-17 18:24:00,Out
0804447,2025-01-17 07:32:00,In
0804447,2025-01-17 18:41:00,Out
0813432,2025-01-17 07:21:00,In
0813432,2025-01-17 18:17:00,Out
0055024,2025-01-17 07:57:00,In
0055024,2025-01-17 17:06:00,Out
0078657,2025-01-17 08:05:00,In
0078657,2025-01-17 17:44:00,Out
0748083,2025-01-17 09:01:00,In
0748083,2025-01-17 17:34:00,Out
0673615,2025-01-17 07:06:00,In
0673615,2025-01-17 18:57:00,Out
0193586,2025-01-17 09:54:00,In
0193586,2025-01-17 17:59:00,Out
0479911,2025-01-17 07:32:00,In
0479911,2025-01-17 17:26:00,Out
0084387,2025-01-17 09:59:00,In
0084387,2025-01-17 16:21:00,Out
0416428,2025-01-17 08:16:00,In
0416428,2025-01-17 16:46:00,Out
0511122,2025-01-17 07:50:00,In
0511122,2025-01-17 16:39:00,Out
0777956,2025-01-17 08:17:00,In
0777956,2025-01-17 17:14:00,Out
0462926,2025-01-17 08:25:00,In
0462926,2025-01-17 16:26:00,Out
0884652,2025-01-17 09:46:00,In
0884652,2025-01-17 16:39:00,Out
0185217,2025-01-18 08:00:00,In
0185217,2025-01-18 16:26:00,Out
0804447,2025-01-18 08:09:00,In
0804447,2025-01-18 18:45:00,Out
0813432,2025-01-18 09:46:00,In
0813432,2025-01-18 16:40:00,Out
0055024,2025-01-18 07:01:00,In
0055024,2025-01-18 18:32:00,Out
0078657,2025-01-18 08:08:00,In
0078657,2025-01-18 17:55:00,Out
0748083,2025-01-18 09:19:00,In
0748083,2025-01-18 17:09:00,Out
0673615,2025-01-18 09:36:00,In
0673615,2025-01-18 17:35:00,Out
0193586,2025-01-18 08:26:00,In
0193586,2025-01-18 18:08:00,Out
0479911,2025-01-18 09:03:00,In
0479911,2025-01-18 17:12:00,Out
0084387,2025-01-18 09:23:00,In
0084387,2025-01-18 17:13:00,Out
0416428,2025-01-18 07:59:00,In
0416428,2025-01-18 18:19:00,Out
0511122,2025-01-18 09:52:00,In
0511122,2025-01-18 16:57:00,Out
0777956,2025-01-18 08:07:00,In
0777956,2025-01-18 18:20:00,Out
0462926,2025-01-18 09:28:00,In
0462926,2025-01-18 18:09:00,Out
0884652,2025-01-18 08:11:00,In
0884652,2025-01-18 18:20:00,Out
0185217,2025-01-19 07:50:00,In
0185217,2025-01-19 17:01:00,Out
0804447,2025-01-19 08:36:00,In
0804447,2025-01-19 18:10:00,Out
0813432,2025-01-19 08:07:00,In
0813432,2025-01-19 18:11:00,Out
0055024,2025-01-19 08:12:00,In
0055024,2025-01-19 18:31:00,Out
0078657,2025-01-19 07:03:00,In
0078657,2025-01-19 17:33:00,Out
0748083,2025-01-19 07:06:00,In
0748083,2025-01-19 18:01:00,Out
0673615,2025-01-19 07:01:00,In
0673615,2025-01-19 17:53:00,Out
0193586,2025-01-19 07:05:00,In
0193586,2025-01-19 18:53:00,Out
0479911,2025-01-19 09:47:00,In
0479911,2025-01-19 18:53:00,Out
0084387,2025-01-19 07:10:00,In
0084387,2025-01-19 18:26:00,Out
0416428,2025-01-19 07:35:00,In
0416428,2025-01-19 18:39:00,Out
0511122,2025-01-19 09:48:00,In
0511122,2025-01-19 16:14:00,Out
0777956,2025-01-19 08:39:00,In
0777956,2025-01-19 16:20:00,Out
0462926,2025-01-19 09:10:00,In
0462926,2025-01-19 17:58:00,Out
0884652,2025-01-19 07:01:00,In
0884652,2025-01-19 18:14:00,Out
0185217,2025-01-20 07:51:00,In
0185217,2025-01-20 18:56:00,Out
0804447,2025-01-20 08:45:00,In
0804447,2025-01-20 17:13:00,Out
0813432,2025-01-20 08:57:00,In
0813432,2025-01-20 16:18:00,Out
0055024,2025-01-20 07:44:00,In
0055024,2025-01-20 18:40:00,Out
0078657,2025-01-20 09:32:00,In
0078657,2025-01-20 17:38:00,Out
0748083,2025-01-20 07:12:00,In
0748083,2025-01-20 16:38:00,Out
0673615,2025-01-20 09:45:00,In
0673615,2025-01-20 16:37:00,Out
0193586,2025-01-20 07:03:00,In
0193586,2025-01-20 16:24:00,Out
0479911,2025-01-20 09:23:00,In
0479911,2025-01-20 18:49:00,Out
0084387,2025-01-20 09:59:00,In
0084387,2025-01-20 17:00:00,Out
0416428,2025-01-20 07:30:00,In
0416428,2025-01-20 16:55:00,Out
0511122,2025-01-20 09:39:00,In
0511122,2025-01-20 17:35:00,Out
0777956,2025-01-20 07:25:00,In
0777956,2025-01-20 17:03:00,Out
0462926,2025-01-20 09:29:00,In
0462926,2025-01-20 18:17:00,Out
0884652,2025-01-20 09:21:00,In
0884652,2025-01-20 17:32:00,Out
0185217,2025-01-21 09:04:00,In
0185217,2025-01-21 18:05:00,Out
0804447,2025-01-21 07:16:00,In
0804447,2025-01-21 17:19:00,Out
0813432,2025-01-21 07:00:00,In
0813432,2025-01-21 17:43:00,Out
0055024,2025-01-21 08:17:00,In
0055024,2025-01-21 18:13:00,Out
0078657,2025-01-21 09:15:00,In
0078657,2025-01-21 17:57:00,Out
0748083,2025-01-21 07:20:00,In
0748083,2025-01-21 18:12:00,Out
0673615,2025-01-21 09:06:00,In
0673615,2025-01-21 16:31:00,Out
0193586,2025-01-21 08:44:00,In
0193586,2025-01-21 17:46:00,Out
0479911,2025-01-21 08:31:00,In
0479911,2025-01-21 17:13:00,Out
0084387,2025-01-21 09:55:00,In
0084387,2025-01-21 17:46:00,Out
0416428,2025-01-21 08:27:00,In
0416428,2025-01-21 17:34:00,Out
0511122,2025-01-21 08:14:00,In
0511122,2025-01-21 16:32:00,Out
0777956,2025-01-21 08:55:00,In
0777956,2025-01-21 18:42:00,Out
0462926,2025-01-21 08:44:00,In
0462926,2025-01-21 18:30:00,Out
0884652,2025-01-21 09:50:00,In
0884652,2025-01-21 18:30:00,Out
0185217,2025-01-22 07:22:00,In
0185217,2025-01-22 17:58:00,Out
0804447,2025-01-22 08:47:00,In
0804447,2025-01-22 16:26:00,Out
0813432,2025-01-22 09:31:00,In
0813432,2025-01-22 17:13:00,Out
0055024,2025-01-22 08:24:00,In
0055024,2025-01-22 16:54:00,Out
0078657,2025-01-22 08:37:00,In
0078657,2025-01-22 18:33:00,Out
0748083,2025-01-22 07:36:00,In
0748083,2025-01-22 17:02:00,Out
0673615,2025-01-22 08:37:00,In
0673615,2025-01-22 17:15:00,Out
0193586,2025-01-22 07:13:00,In
0193586,2025-01-22 17:38:00,Out
0479911,2025-01-22 07:41:00,In
0479911,2025-01-22 18:00:00,Out
0084387,2025-01-22 07:52:00,In
0084387,2025-01-22 16:10:00,Out
0416428,2025-01-22 07:31:00,In
0416428,2025-01-22 17:49:00,Out
0511122,2025-01-22 08:48:00,In
0511122,2025-01-22 17:32:00,Out
0777956,2025-01-22 09:55:00,In
0777956,2025-01-22 17:59:00,Out
0462926,2025-01-22 07:02:00,In
0462926,2025-01-22 17:35:00,Out
0884652,2025-01-22 07:32:00,In
0884652,2025-01-22 17:22:00,Out
0185217,2025-01-23 09:03:00,In
0185217,2025-01-23 16:39:00,Out
0804447,2025-01-23 09:44:00,In
0804447,2025-01-23 18:06:00,Out
0813432,2025-01-23 09:53:00,In
0813432,2025-01-23 16:54:00,Out
0055024,2025-01-23 08:35:00,In
0055024,2025-01-23 17:34:00,Out
0078657,2025-01-23 08:53:00,In
0078657,2025-01-23 16:40:00,Out
0748083,2025-01-23 07:40:00,In
0748083,2025-01-23 17:24:00,Out
0673615,2025-01-23 09:44:00,In
0673615,2025-01-23 17:12:00,Out
0193586,2025-01-23 09:34:00,In
0193586,2025-01-23 17:12:00,Out
0479911,2025-01-23 08:26:00,In
0479911,2025-01-23 16:23:00,Out
0084387,2025-01-23 07:45:00,In
0084387,2025-01-23 17:47:00,Out
0416428,2025-01-23 09:25:00,In
0416428,2025-01-23 16:19:00,Out
0511122,2025-01-23 07:31:00,In
0511122,2025-01-23 17:38:00,Out
0777956,2025-01-23 07:03:00,In
0777956,2025-01-23 16:17:00,Out
0462926,2025-01-23 07:06:00,In
0462926,2025-01-23 17:12:00,Out
0884652,2025-01-23 08:12:00,In
0884652,2025-01-23 18:12:00,Out
0185217,2025-01-24 09:55:00,In
0185217,2025-01-24 16:08:00,Out
0804447,2025-01-24 09:26:00,In
0804447,2025-01-24 18:04:00,Out
0813432,2025-01-24 09:18:00,In
0813432,2025-01-24 18:47:00,Out
0055024,2025-01-24 09:03:00,In
0055024,2025-01-24 18:23:00,Out
0078657,2025-01-24 09:30:00,In
0078657,2025-01-24 16:11:00,Out
0748083,2025-01-24 09:11:00,In
0748083,2025-01-24 16:28:00,Out
0673615,2025-01-24 08:00:00,In
0673615,2025-01-24 18:13:00,Out
0193586,2025-01-24 08:34:00,In
0193586,2025-01-24 16:12:00,Out
0479911,2025-01-24 08:44:00,In
0479911,2025-01-24 16:29:00,Out
0084387,2025-01-24 09:06:00,In
0084387,2025-01-24 16:02:00,Out
0416428,2025-01-24 07:37:00,In
0416428,2025-01-24 17:16:00,Out
0511122,2025-01-24 08:32:00,In
0511122,2025-01-24 18:37:00,Out
0777956,2025-01-24 09:39:00,In
0777956,2025-01-24 16:46:00,Out
