UserID,MAC_Address,IP_Address,Login_Time,Duration_Minutes,Data_Usage_MB
user020,MAC_14:14:14,192.168.9.141,2025-09-21 13:33:00,125,733.28
user046,MAC_2E:2E:2E,192.168.5.151,2025-09-21 14:25:00,115,61.37
user028,MAC_1C:1C:1C,192.168.7.115,2025-09-21 14:55:00,115,455.06
user018,MAC_12:12:12,192.168.1.108,2025-09-21 15:34:00,124,1140.27
user045,MAC_2D:2D:2D,192.168.1.40,2025-09-21 15:36:00,146,220.11
user018,MAC_12:12:12,192.168.1.105,2025-09-21 16:28:00,72,469.9
user044,MAC_2C:2C:2C,192.168.9.99,2025-09-21 16:40:00,155,785.3
user021,MAC_15:15:15,192.168.2.166,2025-09-21 17:24:00,136,137.1
user013,MAC_0D:0D:0D,192.168.10.139,2025-09-21 17:29:00,174,407.88
user027,MAC_1B:1B:1B,192.168.8.47,2025-09-21 18:20:00,78,557.25
user039,MAC_27:27:27,192.168.7.25,2025-09-21 18:52:00,168,17203.92
user031,MAC_1F:1F:1F,192.168.10.205,2025-09-21 19:09:00,146,19925.99
user004,MAC_04:04:04,192.168.9.150,2025-09-21 19:22:00,156,757.09
user048,MAC_30:30:30,192.168.8.109,2025-09-21 19:27:00,125,350.42
user023,MAC_17:17:17,192.168.9.155,2025-09-21 19:42:00,145,21.5
user030,MAC_1E:1E:1E,192.168.10.18,2025-09-21 20:19:00,214,767.55
user045,MAC_2D:2D:2D,192.168.10.173,2025-09-21 20:27:00,69,356.2
user015,MAC_0F:0F:0F,192.168.7.86,2025-09-21 21:29:00,175,927.18
user011,MAC_0B:0B:0B,192.168.10.103,2025-09-21 21:47:00,119,261.76
user031,MAC_1F:1F:1F,192.168.5.185,2025-09-21 22:53:00,224,992.72
user031,MAC_1F:1F:1F,192.168.1.242,2025-09-21 23:16:00,169,495.27
user021,MAC_15:15:15,192.168.1.105,2025-09-21 23:18:00,104,777.32
user026,MAC_1A:1A:1A,192.168.2.113,2025-09-21 23:47:00,155,501.62
user012,MAC_0C:0C:0C,192.168.1.71,2025-09-22 00:08:00,5,85.68
user049,MAC_31:31:31,192.168.2.166,2025-09-22 00:24:00,95,253.37
user044,MAC_2C:2C:2C,192.168.6.166,2025-09-22 00:32:00,83,421.44
user025,MAC_19:19:19,192.168.2.216,2025-09-22 00:36:00,123,994.93
user013,MAC_0D:0D:0D,192.168.10.56,2025-09-22 00:50:00,71,734.1
user023,MAC_17:17:17,192.168.8.133,2025-09-22 01:34:00,176,591.87
user047,MAC_2F:2F:2F,192.168.5.55,2025-09-22 01:44:00,124,829.01
user019,MAC_55:38:63,192.168.4.137,2025-09-22 02:00:00,122,620.16
user021,MAC_15:15:15,192.168.7.213,2025-09-22 02:03:00,68,15244.36
user038,MAC_26:26:26,192.168.10.99,2025-09-22 02:16:00,108,899.6
user035,MAC_23:23:23,192.168.9.118,2025-09-22 02:17:00,44,142.16
user026,MAC_1A:1A:1A,192.168.3.16,2025-09-22 02:58:00,88,770.53
user023,MAC_17:17:17,192.168.7.86,2025-09-22 03:48:00,129,934.55
user022,MAC_16:16:16,192.168.10.45,2025-09-22 04:16:00,150,225.62
user048,MAC_30:30:30,192.168.6.170,2025-09-22 04:59:00,107,82.74
user023,MAC_17:17:17,192.168.7.112,2025-09-22 05:58:00,100,323.09
user014,MAC_0E:0E:0E,192.168.4.44,2025-09-22 06:26:00,192,155.36
user006,MAC_06:06:06,192.168.6.175,2025-09-22 06:31:00,91,863.41
user040,MAC_28:28:28,192.168.10.173,2025-09-22 06:32:00,107,946.93
user025,MAC_19:19:19,192.168.3.155,2025-09-22 06:40:00,134,366.9
user010,MAC_0A:0A:0A,192.168.7.80,2025-09-22 07:37:00,174,274.25
user036,MAC_24:24:24,192.168.1.55,2025-09-22 07:58:00,111,401.12
user049,MAC_31:31:31,192.168.9.129,2025-09-22 08:04:00,114,453.84
user050,MAC_32:32:32,192.168.7.70,2025-09-22 08:07:00,225,477.07
user017,MAC_11:11:11,192.168.2.163,2025-09-22 08:10:00,222,231.4
user018,MAC_12:12:12,192.168.1.242,2025-09-22 08:17:00,103,453.96
user032,MAC_20:20:20,192.168.2.169,2025-09-22 08:45:00,113,460.74
user018,MAC_12:12:12,192.168.9.82,2025-09-22 09:33:00,80,362.66
user012,MAC_0C:0C:0C,192.168.10.10,2025-09-22 09:40:00,123,402.53
user037,MAC_4A:3E:61,192.168.5.55,2025-09-22 10:02:00,41,166.92
user027,MAC_1B:1B:1B,192.168.9.44,2025-09-22 10:13:00,180,82.98
user018,MAC_12:12:12,192.168.9.72,2025-09-22 11:44:00,158,593.03
user047,MAC_2F:2F:2F,192.168.5.221,2025-09-22 12:21:00,131,450.41
user044,MAC_2C:2C:2C,192.168.7.25,2025-09-22 12:40:00,153,535.71
user049,MAC_31:31:31,192.168.10.204,2025-09-22 12:42:00,21,775.29
user050,MAC_32:32:32,192.168.6.86,2025-09-22 14:08:00,103,392.21
user008,MAC_08:08:08,192.168.5.217,2025-09-22 15:46:00,8,431.71
user011,MAC_0B:0B:0B,192.168.1.20,2025-09-22 15:58:00,27,203.63
user018,MAC_12:12:12,192.168.5.192,2025-09-22 16:24:00,114,309.82
user028,MAC_1C:1C:1C,192.168.5.20,2025-09-22 17:03:00,120,844.86
user025,MAC_19:19:19,192.168.4.174,2025-09-22 17:27:00,106,547.98
user021,MAC_15:15:15,192.168.5.146,2025-09-22 17:54:00,135,173.93
user001,MAC_01:01:01,192.168.9.158,2025-09-22 18:36:00,73,442.09
user003,MAC_03:03:03,192.168.1.105,2025-09-22 18:40:00,156,234.0
user044,MAC_2C:2C:2C,192.168.2.58,2025-09-22 20:45:00,139,573.52
user035,MAC_23:23:23,192.168.7.213,2025-09-22 21:45:00,133,734.21
user036,MAC_24:24:24,192.168.1.32,2025-09-22 22:23:00,50,550.78
user047,MAC_2F:2F:2F,192.168.2.198,2025-09-22 22:51:00,147,923.06
user035,MAC_23:23:23,192.168.5.146,2025-09-22 22:58:00,84,527.72
user039,MAC_27:27:27,192.168.7.24,2025-09-22 23:11:00,162,889.12
user047,MAC_2F:2F:2F,192.168.1.32,2025-09-22 23:16:00,191,1084.8
user028,MAC_1C:1C:1C,192.168.2.168,2025-09-22 23:35:00,73,10020.09
user009,MAC_09:09:09,192.168.3.78,2025-09-23 00:03:00,137,702.71
user011,MAC_0B:0B:0B,192.168.9.107,2025-09-23 01:57:00,36,592.0
user033,MAC_21:21:21,192.168.7.185,2025-09-23 02:59:00,152,450.8
user038,MAC_26:26:26,192.168.1.144,2025-09-23 03:17:00,174,465.1
user036,MAC_24:24:24,192.168.7.148,2025-09-23 04:13:00,83,432.42
user014,MAC_0E:0E:0E,192.168.4.250,2025-09-23 04:15:00,152,316.46
user042,MAC_2A:2A:2A,192.168.4.44,2025-09-23 04:17:00,143,581.05
user039,MAC_27:27:27,192.168.7.186,2025-09-23 05:18:00,83,445.48
user029,MAC_1D:1D:1D,192.168.5.202,2025-09-23 05:25:00,157,731.72
user015,MAC_0F:0F:0F,192.168.9.29,2025-09-23 06:23:00,222,503.79
user017,MAC_11:11:11,192.168.1.55,2025-09-23 06:52:00,103,537.06
user006,MAC_06:06:06,192.168.10.45,2025-09-23 07:49:00,65,1099.13
user011,MAC_0B:0B:0B,192.168.10.119,2025-09-23 07:59:00,33,210.47
user043,MAC_2B:2B:2B,192.168.3.66,2025-09-23 08:04:00,119,193.6
user044,MAC_2C:2C:2C,192.168.9.91,2025-09-23 08:04:00,169,525.21
user032,MAC_20:20:20,192.168.4.254,2025-09-23 08:48:00,158,793.35
user036,MAC_24:24:24,192.168.2.130,2025-09-23 10:12:00,173,572.13
user002,MAC_4A:50:3D,192.168.8.47,2025-09-23 10:53:00,167,677.11
user036,MAC_24:24:24,192.168.5.138,2025-09-23 11:02:00,199,915.09
user041,MAC_29:29:29,192.168.6.116,2025-09-23 11:42:00,121,801.84
user019,MAC_13:13:13,192.168.2.54,2025-09-23 11:43:00,76,512.26
user018,MAC_12:12:12,192.168.7.112,2025-09-23 14:13:00,121,536.45
user003,MAC_03:03:03,192.168.5.55,2025-09-23 14:21:00,61,172.9
user014,MAC_0E:0E:0E,192.168.3.155,2025-09-23 15:52:00,83,611.57
user042,MAC_2A:2A:2A,192.168.9.141,2025-09-23 18:34:00,87,613.13
user038,MAC_26:26:26,192.168.5.217,2025-09-23 19:52:00,83,497.75
user037,MAC_4A:3E:61,192.168.10.150,2025-09-23 20:27:00,146,596.89
user008,MAC_08:08:08,192.168.10.173,2025-09-23 20:31:00,153,976.25
user024,MAC_18:18:18,192.168.6.236,2025-09-23 20:47:00,137,1186.61
user008,MAC_08:08:08,192.168.6.170,2025-09-23 20:54:00,50,333.65
user021,MAC_15:15:15,192.168.5.145,2025-09-23 20:56:00,217,31.4
user029,MAC_1D:1D:1D,192.168.2.163,2025-09-23 22:11:00,56,11.1
user031,MAC_1F:1F:1F,192.168.8.243,2025-09-23 22:12:00,159,940.89
user047,MAC_2F:2F:2F,192.168.9.75,2025-09-23 23:06:00,181,865.07
user038,MAC_26:26:26,192.168.8.197,2025-09-23 23:16:00,109,484.12
user016,MAC_10:10:10,192.168.5.146,2025-09-23 23:18:00,147,696.53
user035,MAC_23:23:23,192.168.7.101,2025-09-23 23:25:00,159,408.28
user044,MAC_2C:2C:2C,192.168.4.174,2025-09-24 00:34:00,161,551.43
user036,MAC_24:24:24,192.168.7.195,2025-09-24 00:46:00,3758,33.34
user017,MAC_11:11:11,192.168.5.151,2025-09-24 00:47:00,176,30.7
user049,MAC_31:31:31,192.168.1.141,2025-09-24 01:28:00,202,255.41
user027,MAC_1B:1B:1B,192.168.10.150,2025-09-24 01:55:00,30,373.74
user027,MAC_1B:1B:1B,192.168.4.88,2025-09-24 02:10:00,144,65.94
user049,MAC_31:31:31,192.168.6.82,2025-09-24 02:48:00,84,106.64
user041,MAC_29:29:29,192.168.7.40,2025-09-24 03:36:00,142,43.37
user036,MAC_24:24:24,192.168.8.109,2025-09-24 04:06:00,242,455.24
user004,MAC_04:04:04,192.168.2.130,2025-09-24 04:38:00,88,160.45
user001,MAC_01:01:01,192.168.5.215,2025-09-24 05:02:00,126,603.79
user040,MAC_28:28:28,192.168.3.112,2025-09-24 05:47:00,6,718.83
user009,MAC_09:09:09,192.168.2.77,2025-09-24 05:58:00,131,8438.06
user037,MAC_25:25:25,192.168.10.56,2025-09-24 06:28:00,108,561.69
user030,MAC_1E:1E:1E,192.168.2.192,2025-09-24 07:49:00,113,404.87
user023,MAC_17:17:17,192.168.9.29,2025-09-24 08:12:00,124,165.68
user035,MAC_23:23:23,192.168.10.18,2025-09-24 08:14:00,102,14424.38
user013,MAC_0D:0D:0D,192.168.5.174,2025-09-24 08:36:00,208,677.04
user039,MAC_27:27:27,192.168.5.30,2025-09-24 09:21:00,183,570.24
user050,MAC_32:32:32,192.168.7.248,2025-09-24 09:22:00,101,255.74
user022,MAC_16:16:16,192.168.7.195,2025-09-24 10:48:00,86,371.22
user029,MAC_1D:1D:1D,192.168.10.75,2025-09-24 11:00:00,37,445.59
user017,MAC_11:11:11,192.168.7.86,2025-09-24 11:00:00,67,447.09
user011,MAC_0B:0B:0B,192.168.1.108,2025-09-24 12:12:00,88,50.75
user033,MAC_21:21:21,192.168.5.101,2025-09-24 12:56:00,292,896.6
user026,MAC_1A:1A:1A,192.168.5.55,2025-09-24 13:30:00,127,840.83
user008,MAC_08:08:08,192.168.2.54,2025-09-24 14:09:00,18,868.22
user007,MAC_07:07:07,192.168.2.77,2025-09-24 14:19:00,100,814.57
user016,MAC_10:10:10,192.168.10.173,2025-09-24 14:30:00,120,823.05
user025,MAC_19:19:19,192.168.3.70,2025-09-24 15:13:00,85,1033.04
user012,MAC_0C:0C:0C,192.168.4.186,2025-09-24 15:55:00,155,803.04
user015,MAC_0F:0F:0F,192.168.1.50,2025-09-24 15:57:00,129,677.47
user025,MAC_19:19:19,192.168.9.101,2025-09-24 16:34:00,92,294.23
user006,MAC_06:06:06,192.168.8.144,2025-09-24 16:47:00,99,723.42
user048,MAC_30:30:30,192.168.8.47,2025-09-24 17:42:00,188,477.17
user022,MAC_16:16:16,192.168.6.166,2025-09-24 18:27:00,118,70.44
user010,MAC_0A:0A:0A,192.168.2.107,2025-09-24 18:35:00,88,276.35
user050,MAC_32:32:32,192.168.2.107,2025-09-24 19:31:00,100,698.33
user033,MAC_21:21:21,192.168.7.70,2025-09-24 19:46:00,127,936.97
user039,MAC_27:27:27,192.168.1.36,2025-09-24 20:06:00,120,597.13
user047,MAC_2F:2F:2F,192.168.9.142,2025-09-24 20:09:00,15,377.86
user012,MAC_0C:0C:0C,192.168.7.213,2025-09-24 20:31:00,89,365.28
user020,MAC_14:14:14,192.168.10.225,2025-09-24 20:55:00,87,839.08
user028,MAC_1C:1C:1C,192.168.8.144,2025-09-24 20:58:00,203,283.29
user040,MAC_28:28:28,192.168.2.198,2025-09-24 21:28:00,151,338.76
user002,MAC_4A:50:3D,192.168.6.249,2025-09-24 21:41:00,297,85.9
user016,MAC_10:10:10,192.168.10.141,2025-09-24 21:42:00,179,737.75
user026,MAC_1A:1A:1A,192.168.8.131,2025-09-24 22:24:00,173,149.42
user043,MAC_2B:2B:2B,192.168.5.88,2025-09-24 23:02:00,122,127.32
user015,MAC_0F:0F:0F,192.168.1.105,2025-09-24 23:30:00,61,668.58
user035,MAC_23:23:23,192.168.10.225,2025-09-25 00:48:00,126,738.28
user006,MAC_06:06:06,192.168.5.174,2025-09-25 00:51:00,143,212.25
user043,MAC_2B:2B:2B,192.168.7.112,2025-09-25 01:21:00,83,758.85
user007,MAC_07:07:07,192.168.5.30,2025-09-25 02:31:00,121,380.49
user050,MAC_32:32:32,192.168.10.11,2025-09-25 02:58:00,79,610.28
user033,MAC_21:21:21,192.168.8.117,2025-09-25 03:12:00,5,57.93
user014,MAC_0E:0E:0E,192.168.6.197,2025-09-25 03:21:00,276,742.56
user001,MAC_01:01:01,192.168.10.150,2025-09-25 04:20:00,109,657.77
user004,MAC_04:04:04,192.168.2.216,2025-09-25 04:28:00,60,902.31
user028,MAC_1C:1C:1C,192.168.3.78,2025-09-25 04:53:00,135,601.72
user040,MAC_28:28:28,192.168.7.38,2025-09-25 05:01:00,93,265.75
user003,MAC_03:03:03,192.168.2.163,2025-09-25 05:57:00,184,569.91
user039,MAC_27:27:27,192.168.4.196,2025-09-25 06:13:00,61,327.76
user049,MAC_31:31:31,192.168.2.92,2025-09-25 06:15:00,127,97.31
user013,MAC_0D:0D:0D,192.168.10.150,2025-09-25 06:45:00,2205,518.02
user026,MAC_1A:1A:1A,192.168.6.166,2025-09-25 08:46:00,139,122.57
user029,MAC_1D:1D:1D,192.168.5.138,2025-09-25 08:49:00,71,406.93
user013,MAC_0D:0D:0D,192.168.3.171,2025-09-25 08:51:00,167,362.05
user018,MAC_12:12:12,192.168.4.137,2025-09-25 10:05:00,149,605.17
user007,MAC_07:07:07,192.168.5.151,2025-09-25 10:21:00,93,489.51
user037,MAC_25:25:25,192.168.7.200,2025-09-25 11:01:00,94,241.47
user043,MAC_2B:2B:2B,192.168.5.221,2025-09-25 11:43:00,96,668.4
user002,MAC_02:02:02,192.168.4.250,2025-09-25 13:59:00,70,392.48
user042,MAC_2A:2A:2A,192.168.1.49,2025-09-25 14:33:00,197,744.97
user017,MAC_11:11:11,192.168.5.20,2025-09-25 15:11:00,99,593.79
user005,MAC_05:05:05,192.168.8.110,2025-09-25 16:44:00,101,393.84
user021,MAC_15:15:15,192.168.1.105,2025-09-25 17:03:00,31,144.46
user037,MAC_4A:3E:61,192.168.3.148,2025-09-25 17:32:00,173,1001.78
user014,MAC_0E:0E:0E,192.168.9.82,2025-09-25 17:49:00,3213,91.46
user024,MAC_18:18:18,192.168.6.249,2025-09-25 18:04:00,52,889.55
user014,MAC_0E:0E:0E,192.168.9.155,2025-09-25 18:19:00,186,284.08
user047,MAC_2F:2F:2F,192.168.10.204,2025-09-25 18:20:00,98,567.61
user009,MAC_09:09:09,192.168.3.252,2025-09-25 18:35:00,135,905.12
user034,MAC_22:22:22,192.168.10.133,2025-09-25 19:13:00,77,212.13
user007,MAC_07:07:07,192.168.4.174,2025-09-25 19:37:00,138,596.68
user033,MAC_21:21:21,192.168.2.163,2025-09-25 19:39:00,58,529.1
user038,MAC_26:26:26,192.168.7.196,2025-09-25 19:49:00,93,599.42
user018,MAC_12:12:12,192.168.10.83,2025-09-25 19:53:00,114,406.75
user029,MAC_1D:1D:1D,192.168.5.192,2025-09-25 19:59:00,131,440.28
user034,MAC_22:22:22,192.168.3.235,2025-09-25 20:10:00,105,448.97
user004,MAC_04:04:04,192.168.1.57,2025-09-25 20:21:00,73,40.5
user016,MAC_10:10:10,192.168.8.131,2025-09-25 21:40:00,70,575.68
user035,MAC_23:23:23,192.168.10.45,2025-09-25 22:00:00,130,523.77
user012,MAC_0C:0C:0C,192.168.3.252,2025-09-25 22:00:00,63,258.9
user024,MAC_18:18:18,192.168.8.28,2025-09-25 23:19:00,119,669.14
user013,MAC_0D:0D:0D,192.168.10.119,2025-09-25 23:48:00,5,799.82
user048,MAC_30:30:30,192.168.8.47,2025-09-26 01:00:00,99,92.99
user003,MAC_03:03:03,192.168.5.185,2025-09-26 01:23:00,263,19.8
user030,MAC_1E:1E:1E,192.168.10.56,2025-09-26 02:48:00,13,512.72
user017,MAC_11:11:11,192.168.1.49,2025-09-26 03:10:00,146,433.59
user004,MAC_04:04:04,192.168.5.20,2025-09-26 03:44:00,124,596.16
user029,MAC_1D:1D:1D,192.168.1.57,2025-09-26 04:37:00,120,436.21
user018,MAC_12:12:12,192.168.6.236,2025-09-26 05:42:00,158,892.82
user024,MAC_18:18:18,192.168.6.86,2025-09-26 06:12:00,41,354.16
user029,MAC_1D:1D:1D,192.168.3.112,2025-09-26 06:25:00,136,854.27
user032,MAC_20:20:20,192.168.2.168,2025-09-26 06:36:00,5,547.99
user042,MAC_2A:2A:2A,192.168.9.44,2025-09-26 06:36:00,125,320.32
user028,MAC_1C:1C:1C,192.168.7.185,2025-09-26 07:46:00,66,111.93
user015,MAC_0F:0F:0F,192.168.5.34,2025-09-26 08:15:00,22,617.52
user028,MAC_1C:1C:1C,192.168.10.10,2025-09-26 08:52:00,157,781.17
user020,MAC_14:14:14,192.168.1.40,2025-09-26 09:17:00,108,447.65
user002,MAC_4A:50:3D,192.168.2.169,2025-09-26 10:27:00,46,642.06
user028,MAC_1C:1C:1C,192.168.5.174,2025-09-26 10:58:00,122,764.97
user030,MAC_1E:1E:1E,192.168.8.28,2025-09-26 11:14:00,177,985.24
user043,MAC_2B:2B:2B,192.168.9.29,2025-09-26 11:30:00,114,1223.63
user018,MAC_12:12:12,192.168.6.197,2025-09-26 11:49:00,150,427.5
user004,MAC_04:04:04,192.168.7.213,2025-09-26 11:53:00,155,470.09
user015,MAC_0F:0F:0F,192.168.7.18,2025-09-26 13:16:00,5,194.69
user013,MAC_0D:0D:0D,192.168.5.30,2025-09-26 13:47:00,97,241.41
user020,MAC_14:14:14,192.168.6.191,2025-09-26 14:13:00,157,559.5
user024,MAC_18:18:18,192.168.1.108,2025-09-26 14:17:00,201,485.41
user045,MAC_2D:2D:2D,192.168.5.215,2025-09-26 15:46:00,86,132.24
user034,MAC_22:22:22,192.168.7.185,2025-09-26 15:54:00,90,756.77
user050,MAC_32:32:32,192.168.3.191,2025-09-26 16:10:00,98,609.95
user016,MAC_10:10:10,192.168.3.221,2025-09-26 16:30:00,89,474.42
user006,MAC_06:06:06,192.168.7.200,2025-09-26 16:43:00,147,490.55
user011,MAC_0B:0B:0B,192.168.5.87,2025-09-26 17:17:00,139,634.05
user030,MAC_1E:1E:1E,192.168.7.57,2025-09-26 17:47:00,244,212.44
user013,MAC_0D:0D:0D,192.168.2.41,2025-09-26 17:58:00,119,522.74
user027,MAC_1B:1B:1B,192.168.1.49,2025-09-26 19:20:00,135,602.08
user020,MAC_14:14:14,192.168.9.191,2025-09-26 19:51:00,286,561.63
user003,MAC_03:03:03,192.168.7.70,2025-09-26 20:18:00,110,785.56
user036,MAC_24:24:24,192.168.8.117,2025-09-26 20:32:00,184,495.11
user033,MAC_21:21:21,192.168.3.70,2025-09-26 20:42:00,165,727.32
user020,MAC_14:14:14,192.168.3.128,2025-09-26 20:52:00,164,602.35
user015,MAC_0F:0F:0F,192.168.5.20,2025-09-26 21:42:00,143,305.05
user026,MAC_1A:1A:1A,192.168.3.153,2025-09-26 21:59:00,104,226.65
user042,MAC_2A:2A:2A,192.168.3.191,2025-09-26 23:16:00,99,691.86
user042,MAC_2A:2A:2A,192.168.2.169,2025-09-27 00:21:00,253,487.75
user034,MAC_22:22:22,192.168.9.158,2025-09-27 00:50:00,77,775.35
user015,MAC_0F:0F:0F,192.168.1.20,2025-09-27 01:31:00,30,386.42
user002,MAC_4A:50:3D,192.168.3.112,2025-09-27 02:04:00,95,377.62
user013,MAC_0D:0D:0D,192.168.7.115,2025-09-27 02:20:00,44,105.09
user004,MAC_04:04:04,192.168.9.141,2025-09-27 02:31:00,107,735.08
user029,MAC_1D:1D:1D,192.168.10.173,2025-09-27 03:45:00,93,495.66
user002,MAC_4A:50:3D,192.168.3.252,2025-09-27 04:31:00,54,617.86
user026,MAC_1A:1A:1A,192.168.5.115,2025-09-27 04:59:00,44,92.33
user039,MAC_27:27:27,192.168.6.165,2025-09-27 05:03:00,161,625.78
user028,MAC_1C:1C:1C,192.168.7.195,2025-09-27 05:06:00,111,471.38
user043,MAC_2B:2B:2B,192.168.10.238,2025-09-27 05:29:00,198,291.16
user044,MAC_2C:2C:2C,192.168.2.58,2025-09-27 05:41:00,110,1302.27
user046,MAC_2E:2E:2E,192.168.10.151,2025-09-27 06:22:00,227,737.24
user034,MAC_22:22:22,192.168.4.189,2025-09-27 06:22:00,195,775.09
user015,MAC_0F:0F:0F,192.168.10.173,2025-09-27 06:47:00,117,668.64
user046,MAC_2E:2E:2E,192.168.6.175,2025-09-27 07:01:00,160,268.54
user016,MAC_10:10:10,192.168.3.75,2025-09-27 07:12:00,140,565.5
user045,MAC_2D:2D:2D,192.168.4.44,2025-09-27 07:13:00,209,134.98
user028,MAC_1C:1C:1C,192.168.7.80,2025-09-27 07:27:00,76,821.19
user030,MAC_1E:1E:1E,192.168.6.197,2025-09-27 08:01:00,36,130.87
user022,MAC_16:16:16,192.168.7.24,2025-09-27 09:27:00,128,676.64
